submission_id,submitted_answer,submission_time,exercise_id,is_correct,student_id,category
76,"SELECT first_name, last_name, title, production_year, description FROM
role NATURAL JOIN person
WHERE id=
(SELECT id FROM
	(SELECT id, COUNT(*) AS num FROM role
	GROUP BY id)
WHERE num=
	(SELECT MAX(num) FROM
		(SELECT id, COUNT(*) AS num FROM role
		GROUP BY id)));

",2018-08-10 16:27:21.668076+10,15,1,12,correct
79,SELECT * FROM writer;,2018-08-11 16:18:54.424825+10,1,0,21,partially correct
80,"SELECT count(*)
FROM Person
WHERE EXISTS (SELECT * FROM Writer WHERE Writer.id = Person.id AND Person.year_born = 1935);",2018-08-11 16:20:46.592316+10,1,1,21,correct
9587,;,2018-08-31 09:48:01.189289+10,8,0,417,noninterpretable
81,"SELECT Movie.production_year,count(*) FROM Movie
WHERE Movie.production_year=1993 OR
Movie.production_year=1992 OR
Movie.production_year=1991;",2018-08-11 16:25:50.140689+10,2,0,21,partially correct
82,"SELECT production_year,count(*) FROM Movie
WHERE production_year=1993 OR
production_year=1992 OR
production_year=1991
GROUP BY production_year;",2018-08-11 16:27:00.217577+10,2,1,21,correct
83,"SELECT count(*)
FROM Person
WHERE NOT EXISTS (SELECT * FROM Director);",2018-08-11 16:29:34.861376+10,12,0,21,partially correct
84,"SELECT count(*)
FROM Person
WHERE NOT EXISTS (SELECT * FROM Director WHERE Person.id=Director.id);",2018-08-11 16:30:19.525304+10,12,1,21,correct
85,"SELECT COUNT(*) FROM writer INNER JOIN person
USING(id)
WHERE year_born = 1935;",2018-08-11 16:52:22.230862+10,1,0,25,partially correct
86,"SELECT COUNT(*) FROM writer INNER JOIN person
USING(id)
WHERE year_born = 1935;",2018-08-11 16:52:34.777523+10,1,0,25,partially correct
87,SELECT * FROM movie;,2018-08-11 16:55:40.914418+10,1,0,25,partially correct
88,"SELECT COUNT(*) FROM writer INNER JOIN person
USING(id)
WHERE year_born = 1935;",2018-08-11 16:55:52.370821+10,1,0,25,partially correct
89,"SELECT * FROM person INNER JOIN writer
USING id;",2018-08-11 17:01:59.820065+10,1,0,25,noninterpretable
90,"select count(*)
from Writer natural join Person
where year_born='1935';",2018-08-11 17:09:37.776617+10,1,0,28,partially correct
91,"select m.production_year, count(*)
from Movie m 
where production_year=1993 or production_year=1992 or production_year=1991
group by production_year;",2018-08-11 17:16:28.423854+10,2,1,28,correct
92,"SELECT * FROM person INNER JOIN writer
USING (id)

GROUP BY writer.id
HAVING year_born = 1935;
",2018-08-11 17:19:21.977222+10,1,0,25,partially correct
93,"select d.id, p.first_name,p.last_name
from director d natural join writer w natural join person p
where d.id=w.id
group by d.id having count(*)>=2;",2018-08-11 17:35:17.163716+10,4,1,28,correct
94,"SELECT first_name, last_name 
FROM person p INNER JOIN writer w
ON w.id = p.id
WHERE p.year_born = 1935;",2018-08-11 17:37:42.211264+10,1,0,25,partially correct
95,"select r.country 
from restriction r
where r.title = 'Shakespeare in Love' and r.description ='M';",2018-08-11 17:47:31.654574+10,6,1,28,correct
96,"select id,first_name,last_name 
from person 
order by year_born ASC
limit 1;",2018-08-11 17:48:44.562361+10,7,0,28,partially correct
97,"select id,first_name,last_name,year_born
from person 
order by year_born DESC;",2018-08-11 17:50:20.025346+10,7,0,28,partially correct
98,"select id,first_name,last_name
from person 
order by year_born DESC;",2018-08-11 17:50:29.339212+10,7,0,28,partially correct
99,"select id,first_name,last_name
from person 
order by year_born DESC
limit 1;",2018-08-11 17:50:41.080856+10,7,1,28,correct
100,"select m.title,m.production_year,first_name,last_name
from movie m natural join director d natural join person p natural join movie_award a
where award_name = 'BAFTA Film Award' and category = 'best film';
",2018-08-11 17:57:10.410871+10,8,0,28,partially correct
101,"select count(*)
from writer w natural join person p natural join writer_award a
where first_name is 'Woody' and last_name = 'Allen';",2018-08-11 18:07:50.652884+10,9,0,28,partially correct
102,"select count(*)
from writer w natural join person p natural join writer_award a
where first_name = 'Woody' and last_name = 'Allen' and year_of_award>='1991' and year_of_award<=1995 and result ='won';",2018-08-11 18:10:02.104604+10,9,1,28,correct
103,"SELECT count(*) 
FROM person p 
WHERE EXISTS (SELECT * FROM writer w WHERE w.id = p.id AND p.year_born = 1935);",2018-08-11 18:12:22.092287+10,1,1,28,correct
104,"select count (*)
from director natural join person p
where p.id not in(
select p.id
from director d natural join movie natural join person p);",2018-08-11 18:20:32.511802+10,12,0,28,partially correct
105,"select count (*)
from person p
where p.id not in(
select p.id
from director d natural join movie natural join person p);",2018-08-11 18:21:05.861382+10,12,1,28,correct
106,"select m.title, m.production_year
from movie m natural join writer natural join person
where first_name = 'Kevin' and last_name ='Williamson';",2018-08-11 18:23:19.893221+10,5,1,28,correct
107,"select m.title,m.production_year,first_name,last_name
from movie m natural join director d natural join person p natural join movie_award a
where award_name = 'BAFTA Film Award' and category = 'best film' and result='won';
",2018-08-11 18:24:16.71004+10,8,1,28,correct
108,"SELECT COUNT(*) FROM person 
WHERE EXISTS (SELECT * FROM writer 
			WHERE person.id = writer.id
			AND year_born = 1935);",2018-08-11 18:47:48.213581+10,1,1,25,correct
109,SELECT COUNT(*) FROM writer LEFT JOIN person on person.id = writer.id WHERE year_born = 1935;,2018-08-11 19:00:30.788341+10,1,0,39,partially correct
110,SELECT COUNT(DISTINCT person.id) FROM writer LEFT JOIN person on person.id = writer.id WHERE year_born = 1935;,2018-08-11 19:11:03.714388+10,1,1,39,correct
111,"select id
from person
where id ='00000842';",2018-08-11 20:14:31.606437+10,3,0,28,cheating
112,"SELECT COUNT(id) from PERSON
where year_born > 1935;
",2018-08-11 20:26:11.125072+10,1,0,45,partially correct
113,"SELECT COUNT(id) from PERSON
where year_born = 1935;
",2018-08-11 20:28:40.685777+10,1,0,45,partially correct
114,"SELECT count(*) 
FROM person p 
WHERE EXISTS (SELECT * FROM writer w WHERE w.id = p.id AND p.year_born = 1935);",2018-08-11 20:32:12.944035+10,1,1,45,correct
115,"SELECT count(title) FROM Movie
WHERE production_year = 1991 or 1992 or 1993;",2018-08-11 20:35:47.454462+10,2,0,45,partially correct
116,"select count(w.id)
from person as p
inner join writer as w
on w.id = p.id
where p.year_born = '1935';",2018-08-11 21:29:18.387495+10,1,0,43,partially correct
117,"WITH m1 AS (SELECT DISTINCT COUNT(title) a FROM movie
		WHERE production_year = 1993),
		m2 AS (SELECT DISTINCT COUNT(title) b FROM movie
		WHERE production_year = 1992),
		m3 AS (SELECT DISTINCT COUNT(title) c FROM movie
		WHERE production_year = 1991)
		SELECT (SELECT a FROM m1) + (SELECT B FROM m2) + (SELECT c FROM m3);",2018-08-11 21:32:42.471167+10,2,0,25,partially correct
118,"SELECT production_year, count(*) FROM movie
WHERE production_year >= 1993 AND production_year <= 1991
GROUP BY title;",2018-08-11 21:37:09.17679+10,2,0,25,partially correct
119,"SELECT production_year, count(*) FROM movie
WHERE production_year <= 1993 AND production_year >= 1991
GROUP BY production_year;",2018-08-11 21:38:28.042428+10,2,1,25,correct
120,"SELECT DISTINCT COUNT(p.id) FROM person p 
WHERE p.id NOT IN (SELECT d.id FROM director d)
;",2018-08-11 21:53:02.460629+10,12,1,25,correct
121,"SELECT p.id, p.first_name, p.last_name FROM person p INNER JOIN director d
USING(id)
INNER JOIN writer w
USING(id)
WHERE d.id = w.id
GROUP BY d.id
HAVING COUNT(d.title) > 2
;",2018-08-11 22:02:23.418915+10,4,1,25,correct
122,"SELECT m.title, m.production_year FROM movie m INNER JOIN writer w
ON m.title = w.title
INNER JOIN person p 
USING(ID)
WHERE first_name = 'Kevin'
AND last_name = 'Williamson';",2018-08-11 22:10:40.105947+10,5,1,25,correct
123,"SELECT distinct R.country FROM restriction R InNER JOIN movie M 
USING (title)
WHERE description = 'M'
GROUP BY title
;
",2018-08-11 22:20:54.481831+10,6,0,25,partially correct
124,"select production_year,count(*)
from movie
where production_year in (select production_year
	from movie 
	where production_year >= 1991 and production_year < 1993);",2018-08-11 22:24:47.044918+10,2,0,43,partially correct
125,"select production_year,count(*)
from movie
where production_year in (1991,1992,1993)
group by production_year;",2018-08-11 22:25:56.314934+10,2,1,43,correct
126,"select count(*)
from person p
where not exists (select * 
			from director d
			where p.id = d.id );",2018-08-11 22:28:36.566707+10,12,1,43,correct
127,"select p.id,p.first_name,p.last_name
from person p); ",2018-08-11 22:37:37.330817+10,4,0,43,noninterpretable
128,SELECT COUNT(p.ID) FROM PERSON p NATURAL JOIN WRITER w WHERE p.ID = w.ID AND p.year_born = 1935;,2018-08-11 22:41:18.199428+10,1,0,38,partially correct
129,SELECT COUNT(*) FROM PERSON p NATURAL JOIN WRITER w WHERE p.ID = w.ID AND p.year_born = 1935;,2018-08-11 22:45:32.668863+10,1,0,38,partially correct
130,"select haha.title,haha.production_year
from (writer w natural join person p) as haha
where haha.first_name = 'Kevin' and haha.last_name = 'Williamson';",2018-08-11 22:46:40.60636+10,5,1,43,correct
131,"SELECT country FROM restriction
WHERE title = 'Shakespeare in Love'
AND description = 'M';",2018-08-11 22:49:00.497773+10,6,1,25,correct
132,"select country
from restriction
where country in (select country
		from restriction
		where title = 'Shakespeare' and description = 'M');",2018-08-11 22:52:33.90496+10,6,0,43,partially correct
133,"SELECT p.id,p.first_name,p.last_name FROM person p
WHERE year_born = (SELECT MIN(year_born) FROM person);",2018-08-11 22:53:04.30219+10,7,0,25,partially correct
134,"select id,first_name,last_name
from person
group by year_born
order by year_born Desc
limit 1;",2018-08-11 22:57:00.060514+10,7,1,43,correct
135,"SELECT p.id,p.first_name,p.last_name FROM person p
WHERE year_born = (SELECT MAX(year_born) FROM person);",2018-08-11 23:01:19.756611+10,7,1,25,correct
136,"SELECT m.title, m.production_year,p.first_name,p.last_name FROM person p INNER JOIN director d
USING(id)
INNER JOIN movie_award
USING(title)
INNER JOIN movie m
USING(title)
WHERE award_name = 'BAFTA Film Award'
AND category = 'best film';",2018-08-11 23:15:02.757415+10,8,0,25,partially correct
137,"SELECT m.title, m.production_year,p.first_name,p.last_name FROM person p INNER JOIN director d
USING(id)
INNER JOIN movie_award m
USING(title)
WHERE award_name = 'BAFTA Film Award'
AND category = 'best film';",2018-08-11 23:17:11.935621+10,8,0,25,partially correct
138,"SELECT m.title, m.production_year,p.first_name,p.last_name FROM person p INNER JOIN director d
USING(id)
INNER JOIN movie_award ma
USING(title)
INNER JOIN movie m
USING(title)
WHERE award_name = 'BAFTA Film Award'
AND category = 'Best Film';",2018-08-11 23:18:33.894823+10,8,0,25,partially correct
139,"SELECT ma.title,ma.production_year,p.first_name,p.last_name FROM person p INNER JOIN director
USING(id)
INNER JOIN movie_award ma
USING
(production_year)
WHERE award_name = 'BAFTA Film Award'
AND category = 'Best Film';",2018-08-11 23:23:52.65696+10,8,0,25,partially correct
140,"SELECT COUNT(p.ID) FROM person p WHERE EXISTS 
	(SELECT 1 FROM writer w WHERE p.ID = w.ID AND p.year_born = 1935);",2018-08-12 00:29:26.834063+10,1,1,38,correct
141,"SELECT movie_award.title FROM movie_award INNER JOIN restriction
USING(production_year)
WHERE result = 'won'
AND award_name = 'BAFTA Film Award'
AND category = 'Best Film';",2018-08-12 10:29:37.766022+10,8,0,25,partially correct
142,"SELECT COUNT(W.id), P.year_born
FROM PERSON AS P, WRITER AS W
WHERE P.year_born = '1935'

;",2018-08-12 10:37:56.047581+10,1,0,55,partially correct
143,"SELECT ma.title,ma.production_year,p.first_name,p.last_name 
FROM (SELECT title, production_year FROM movie_award
	WHERE lower(award_name) = 'bafta film award'
	AND lower(category) = 'best film') ma INNER JOIN director d
							ON d.production_year = ma.production_year AND d.title = ma.title
							INNER JOIN person p
							ON p.id = d.id;",2018-08-12 10:54:14.319083+10,8,0,25,partially correct
144,"select h.title,h.production_year,h.first_name,h.last_name
from (person p natural join director d natural join movie_award m) as h
where lower(h.award_name) = 'bafta film award' and lower(h.category) = 'best film';
",2018-08-12 12:09:20.935069+10,8,0,43,partially correct
145,"select h.title,h.production_year,h.first_name,h.last_name
from (person p natural join director d natural join movie_award m) as h
where lower(h.award_name) = 'bafta film award' and lower(h.category) = 'best film' and lower(h.result) = 'won';
",2018-08-12 12:12:06.290148+10,8,1,43,correct
146,"select count(*)
from writer_award wa inner join
	person p 
where wa.id = p.id and
 lower(p.first_name) = 'woody' and 
	lower(p.last_name) = 'allen' and
	wa.production_year in (1991,1992,1993,1994,1995);",2018-08-12 12:33:23.907826+10,9,1,43,correct
147,"SELECT id FROM PERSON
WHERE [year_born] = 1935;
",2018-08-12 12:51:36.518835+10,1,0,49,partially correct
148,"SELECT count(*)
FROM person p
WHERE EXISTS (SELECT * FROM writer w WHERE w.id = p.id AND p.year_born = 1935);",2018-08-12 12:57:52.012281+10,1,1,49,correct
149,"SELECT count(*)
FROM movie m 
WHERE EXISTS (SELECT production_year FROM movie WHERE 1991 <production_year<1993 );",2018-08-12 13:13:59.790818+10,2,0,49,partially correct
150,"SELECT ma.title,ma.production_year,p.first_name,p.last_name FROM 
											(SELECT title,production_year FROM movie_award
											WHERE LOWER(result) = 'won'
											AND LOWER(award_name) = 'bafta film award'
											AND LOWER(category) = 'best film') ma
											INNER JOIN director d 
											ON d.title = ma.title AND  d.production_year = ma.production_year
											INNER JOIN person p
											ON p.id = d.id;",2018-08-12 14:47:02.151477+10,8,1,25,correct
151,"SELECT count(*) FROM writer w INNER JOIN person p
USING(id)
INNER JOIN writer_award
USING(id,title,production_year)
WHERE year_of_award >= 1991 AND year_of_award <= 1995
AND result = 'won'
AND lower(first_name) = 'woody' AND lower(last_name) = 'allen';",2018-08-12 15:04:39.694712+10,9,1,25,correct
152,"
	
	SELECT DISTINCT COUNT(title) FROM movie
	WHERE title NOT IN (SELECT title FROM movie_award
					UNION
					SELECT title FROM writer_award
					UNION
					SELECT title FROM crew_award
					UNION
					SELECT title FROM director_award
					UNION
					SELECT title FROM actor_award);",2018-08-12 17:01:24.924839+10,11,0,25,partially correct
153,"
	
	SELECT DISTINCT COUNT(title) FROM movie
	WHERE title NOT IN (SELECT title FROM movie_award
					UNION
					SELECT title FROM writer_award
					UNION
					SELECT title FROM crew_award
					UNION
					SELECT title FROM director_award
					UNION
					SELECT title FROM actor_award);",2018-08-12 17:01:35.479303+10,11,0,25,partially correct
154,"SELECT COUNT(*) AS writersBorn1935
FROM (writer w NATURAL JOIN person p) writers
WHERE p.year_born = 1935;",2018-08-12 17:09:04.347134+10,1,0,56,partially correct
155,"SELECT m.production_year, COUNT(*)
FROM movie m
WHERE m.production_year IN (1993, 1992, 1991)
GROUP BY m.production_year;",2018-08-12 17:28:38.807426+10,2,1,56,correct
156,"SELECT production_year, count(*)
FROM movie
WHERE production_year > 1990 AND production_year < 1994
GROUP BY production_year
ORDER BY production_year DESC;",2018-08-12 17:29:18.84775+10,2,1,49,correct
157,"SELECT count(title) FROM movie
	WHERE title NOT IN 




(SELECT title FROM movie_award);",2018-08-12 17:29:36.444732+10,11,0,25,partially correct
158,"SELECT COUNT(*)
FROM person p
WHERE EXISTS (SELECT * FROM writer w
			WHERE p.id = w.id
			AND p.year_born = 1935);",2018-08-12 17:45:34.090245+10,1,1,56,correct
159,"SELECT COUNT(*)
FROM person p
WHERE p.id NOT IN (SELECT d.id FROM director d);",2018-08-12 17:48:52.050936+10,12,1,56,correct
160,"SELECT count(title) FROM movie
	WHERE title NOT IN 
					(SELECT title FROM movie_award
					UNION
					SELECT title FROM writer_award
					UNION
					SELECT title FROM crew_award
					UNION
					SELECT title FROM director_award
					UNION
					SELECT title FROM actor_award);


",2018-08-12 17:57:51.077872+10,11,0,25,partially correct
161,"SELECT count(*) FROM movie
	WHERE title NOT IN 
					(SELECT title FROM movie_award
					WHERE lower(result) = 'won'
					UNION
					SELECT title FROM writer_award
					WHERE lower(result) = 'won'
					UNION
					SELECT title FROM crew_award
					WHERE lower(result) = 'won'
					UNION
					SELECT title FROM director_award
					WHERE lower(result) = 'won'
					UNION
					SELECT title FROM actor_award
					WHERE lower(result) = 'won');
",2018-08-12 19:01:03.626884+10,11,0,25,partially correct
162,SELECT COUNT(*) FROM person WHERE year_born = 1935;,2018-08-12 20:14:57.946042+10,1,0,69,partially correct
163,"SELECT COUNT(*) FROM person p
WHERE EXISTS (SELECT * FROM writer w WHERE w.id = p.id AND p.year_born = 1935);",2018-08-12 20:28:16.418559+10,1,1,69,correct
164,SELECT COUNT(*) FROM movie m WHERE m.production_year = 1993 OR  m.production_year = 1992 OR m.production_year = 1991;,2018-08-12 20:31:05.505491+10,2,0,69,partially correct
165,"SELECT COUNT(*) FROM movie m WHERE m.production_year IN (1993,1992,1991);",2018-08-12 20:31:48.024731+10,2,0,69,partially correct
166,"SELECT production_year, count(*) FROM movie WHERE production_year > 1990 AND production_year < 1994
GROUP BY production_year;",2018-08-12 20:39:31.176388+10,2,1,69,correct
167,SELECT count(*) FROM person p WHERE NOT EXISTS (SELECT * FROM director d WHERE d.id = p.id);,2018-08-12 20:45:57.846334+10,12,1,69,correct
168,"SELECT id, first_name, last_name FROM person p 
	WHERE EXISTS (SELECT * FROM director d WHERE d.id = p.id);",2018-08-12 21:00:21.819207+10,4,0,69,partially correct
169,select * from scene;,2018-08-12 21:51:10.206238+10,10,0,43,partially correct
170,"select count(*)
from movie
where not exists (select *
			from movie_award natural join crew_award natural join director_award 
				natural join writer_award natural join actor_award natural join movie);",2018-08-12 21:59:49.360167+10,11,0,43,partially correct
171,"select *
from person p 
limit (1);",2018-08-12 22:14:50.465517+10,3,0,43,partially correct
358,SELECT COUNT(*) FROM person WHERE NOT EXISTS( SELECT * FROM director WHERE person.id=director.id);,2018-08-14 21:59:17.228+10,12,1,100,correct
172,"SELECT dw.id, dw.first_name, dw.last_name FROM (person p NATURAL JOIN director d NATURAL JOIN writer w) AS dw
	GROUP BY dw.id
	HAVING COUNT(*) > 1;",2018-08-12 22:18:13.078619+10,4,1,69,correct
173,"SELECT title, production_year FROM (movie m NATURAL JOIN person p) WHERE p.first_name = 'Kevin' AND p.last_name = 'Williamson';",2018-08-12 22:23:01.309167+10,5,0,69,partially correct
174,"select *
from director_award d;",2018-08-12 22:25:30.760438+10,13,0,43,partially correct
175,"select * 
form movie
limit 1;",2018-08-12 22:29:24.256625+10,14,0,43,noninterpretable
179,"Select Count(distinct w.id) from
Person p
Inner Join
Writer w
On p.id = w.id
where p.year_born = '1935';
",2018-08-12 22:46:45.981084+10,1,1,71,correct
180,"SELECT mw.title, mw.production_year FROM (writer w NATURAL JOIN person p) AS mw 
	WHERE p.first_name = 'Kevin' AND p.last_name = 'Williamson';",2018-08-12 22:48:30.014202+10,5,1,69,correct
181,"Select production_year, Count(production_year)  from movie
where production_year = '1991' or production_year = '1992' or production_year = '1993'
Group By production_year;",2018-08-12 22:54:05.933847+10,2,1,71,correct
182,"Select count(person) from
Person
Left Outer Join
Director;",2018-08-12 22:57:36.652252+10,12,0,71,noninterpretable
183,"Select count(distinct p.id) from
Person p
Left Outer Join
Director d; ",2018-08-12 22:58:29.321246+10,12,0,71,partially correct
184,"Select count(distinct p.id) from
Person p
where not exists(Select id from Director d where p.id = d.id);",2018-08-12 23:01:43.703845+10,12,1,71,correct
185,SELECT country FROM restriction WHERE title = 'Shakespeare in Love' AND description = 'M';,2018-08-12 23:02:18.410328+10,6,1,69,correct
186,"SELECT id, first_name, last_name FROM person
ORDER BY year_born ASC
LIMIT 1;",2018-08-12 23:04:37.675153+10,7,0,69,partially correct
187,"SELECT id, first_name, last_name FROM person
ORDER BY year_born DESC
LIMIT 1;",2018-08-12 23:04:56.625071+10,7,1,69,correct
188,"SELECT title, production_year, first_name, last_name FROM (movie m NATURAL JOIN director d NATURAL JOIN movie_award a NATURAL JOIN person p)
	WHERE a.award_name = 'BAFTA Film Award' AND a.category = 'Best Film' AND p.id = d.id;",2018-08-12 23:24:08.455399+10,8,0,69,partially correct
189,"SELECT COUNT(*) 
FROM PERSON p 
WHERE EXISTS
            (SELECT *
			FROM WRITER w
		   WHERE w.id=p.id
		    GROUP BY w.id
		     HAVING year_born=1935);",2018-08-13 00:46:58.126921+10,1,1,67,correct
190,"SELECT production_year,COUNT(*)
     FROM MOVIE
	 WHERE production_year<=1993 AND production_year>=1991
	 GROUP BY production_year;",2018-08-13 00:58:47.992877+10,2,1,67,correct
191,"SELECT COUNT(*)
   FROM PERSON p
   WHERE NOT EXISTS
          (SELECT *
		  FROM DIRECTOR d
		   WHERE p.id=d.id
		  );",2018-08-13 01:10:58.745008+10,12,1,67,correct
192,SELECT COUNT(id) FROM PERSON WHERE year_born == 1935;,2018-08-13 09:43:44.083106+10,1,0,78,noninterpretable
193,"select count(*)
from writer
where production_y
ear=1935;",2018-08-13 09:57:07.122313+10,1,0,79,noninterpretable
194,"Select production_year, count(*)
from movie m
where exists (m.production_year=1993 or m.production_year=1992 or m.production_year=1991);",2018-08-13 10:07:09.777725+10,2,0,79,noninterpretable
195,"Select production_year, count(*)
from movie 
where production_year=1993 or production_year=1992 or production_year=1991
group by production_year;
",2018-08-13 10:13:30.380825+10,2,1,79,correct
196,"select count(*)
from person p
where not exists (select *
                  from director d
                  where p.id=d.id);",2018-08-13 10:23:52.381984+10,12,1,79,correct
197,"select ids, first name, last name
from person p
where exists (select count(*)
              from;",2018-08-13 10:34:58.534381+10,4,0,79,noninterpretable
198,"select count(*)
from writer w
where exists (select *
              from person p
			  p.year_born=1935);",2018-08-13 10:39:52.238484+10,1,0,79,noninterpretable
199,"select p.id, p.first_name, p.last_name
from person p natural join writer w natural join director d
group by p.id
having count(*)>1;",2018-08-13 10:47:11.963242+10,4,1,79,correct
